2023-03-24 16:22:56,701 INFO [darlingfullscore]                 Book.java:485  | 4 sheets in /Users/kahhian/Downloads/darlingfullscore.pdf
2023-03-24 16:23:19,194 INFO [darlingfullscore#1]            SheetStub.java:1197 | Disposed sheet#1
2023-03-24 16:23:19,262 INFO [darlingfullscore#1]                 Book.java:1767 | End of Stub#1 memory: 32,851,672
2023-03-24 16:23:19,262 INFO [darlingfullscore#2]       StepMonitoring.java:96   | LOAD
2023-03-24 16:23:19,320 INFO [darlingfullscore#2]                 Book.java:1558 | Loaded image 2 2549x3299 from /Users/kahhian/Downloads/darlingfullscore.pdf
2023-03-24 16:23:19,321 INFO [darlingfullscore#2]       StepMonitoring.java:96   | BINARY
2023-03-24 16:23:19,803 INFO [darlingfullscore#2]       StepMonitoring.java:96   | SCALE
2023-03-24 16:23:19,810 INFO [darlingfullscore#2]         ScaleBuilder.java:662  | Other combo peak too different (186,186,187), discarded
2023-03-24 16:23:19,811 INFO [darlingfullscore#2]         ScaleBuilder.java:234  | Beam  guessed height: 14 -- 0.50 of [6..21] range
2023-03-24 16:23:19,812 INFO [darlingfullscore#2]         ScaleBuilder.java:253  | Beam measured height: 20 -- 0.93 of [6..21] range at 60% of needed quorum
2023-03-24 16:23:19,812 WARN [darlingfullscore#2]         ScaleBuilder.java:276  | No reliable beam height found, guessed value: 14
2023-03-24 16:23:19,812 INFO [darlingfullscore#2]            ScaleStep.java:63   | Scale{line(2,3,3) interline(20,21,21) beam(14 extra)}
2023-03-24 16:23:19,813 INFO [darlingfullscore#2]       StepMonitoring.java:96   | GRID
2023-03-24 16:23:19,997 INFO [darlingfullscore#2]       LinesRetriever.java:439  | Global slope: -0.00024
2023-03-24 16:23:20,011 INFO [darlingfullscore#2]    ClustersRetriever.java:266  | Retrieved line clusters: 10 of sizes [5] with interline(20,21,21)
2023-03-24 16:23:20,111 INFO [darlingfullscore#2]            PeakGraph.java:181  | Systems: #1[1, 2] #2[3, 4] #3[5, 6] #4[7, 8] #5[9, 10]
2023-03-24 16:23:20,378 INFO [darlingfullscore#2]        SystemManager.java:840  | 1 part along 5 systems
2023-03-24 16:23:20,378 INFO [darlingfullscore#2]       StepMonitoring.java:96   | HEADERS
2023-03-24 16:23:20,724 INFO [darlingfullscore#2]       StepMonitoring.java:96   | STEM_SEEDS
2023-03-24 16:23:20,820 INFO [darlingfullscore#2]            ImageUtil.java:202  | Discarding alpha band ...
2023-03-24 16:23:21,212 INFO [darlingfullscore#2]            ImageUtil.java:88   | Converting max RGB to gray
2023-03-24 16:23:21,374 INFO [darlingfullscore#2]        StemSeedsStep.java:95   | stem(3 max:3)
2023-03-24 16:23:21,390 INFO [darlingfullscore#2]       StepMonitoring.java:96   | BEAMS
2023-03-24 16:23:26,156 INFO [darlingfullscore#2]       BlackHeadSizer.java:99   | Spots black-head retrieval diameter: 18.9
2023-03-24 16:23:26,378 INFO [darlingfullscore#2]       BlackHeadSizer.java:247  | Core black head count: 66 blackHead(width:25.0~0.0 height:21.8~1.1)
