2023-02-20 17:52:04,084 INFO [darlingfullscore]                 Book.java:485  | 4 sheets in /Users/kahhian/Downloads/darlingfullscore.pdf
2023-02-20 17:52:04,197 INFO []                 Book.java:2056 | Stored /book.xml
2023-02-20 17:52:04,197 INFO []                 Book.java:2002 | Book stored as lessons/darlingfullscore/darlingfullscore.omr
2023-02-20 17:52:04,204 INFO []                 Book.java:1698 | Book reaching PAGE on sheets:[#1#2#3#4]
2023-02-20 17:52:04,206 INFO [darlingfullscore#1]       StepMonitoring.java:96   | LOAD
2023-02-20 17:52:04,921 INFO [darlingfullscore#1]                 Book.java:1558 | Loaded image 1 2549x3299 from /Users/kahhian/Downloads/darlingfullscore.pdf
2023-02-20 17:52:04,928 INFO [darlingfullscore#1]       StepMonitoring.java:96   | BINARY
2023-02-20 17:52:05,449 INFO [darlingfullscore#1]       StepMonitoring.java:96   | SCALE
2023-02-20 17:52:05,468 INFO [darlingfullscore#1]         ScaleBuilder.java:662  | Other combo peak too different (320,320,321), discarded
2023-02-20 17:52:05,468 INFO [darlingfullscore#1]         ScaleBuilder.java:662  | Other combo peak too different (186,186,186), discarded
2023-02-20 17:52:05,471 INFO [darlingfullscore#1]         ScaleBuilder.java:234  | Beam  guessed height: 14 -- 0.50 of [6..21] range
2023-02-20 17:52:05,473 INFO [darlingfullscore#1]         ScaleBuilder.java:253  | Beam measured height:  7 -- 0.07 of [6..21] range at 74% of needed quorum
2023-02-20 17:52:05,473 WARN [darlingfullscore#1]         ScaleBuilder.java:276  | No reliable beam height found, guessed value: 14
2023-02-20 17:52:05,473 INFO [darlingfullscore#1]            ScaleStep.java:63   | Scale{line(2,3,3) interline(20,21,21) beam(14 extra)}
2023-02-20 17:52:05,474 INFO [darlingfullscore#1]       StepMonitoring.java:96   | GRID
2023-02-20 17:52:06,413 INFO [darlingfullscore#1]       LinesRetriever.java:439  | Global slope: 0.00000
2023-02-20 17:52:06,447 INFO [darlingfullscore#1]    ClustersRetriever.java:266  | Retrieved line clusters: 8 of sizes [5] with interline(20,21,21)
2023-02-20 17:52:06,684 INFO [darlingfullscore#1]            PeakGraph.java:181  | Systems: #1[1, 2] #2[3, 4] #3[5, 6] #4[7, 8]
2023-02-20 17:52:07,422 INFO [darlingfullscore#1]        SystemManager.java:840  | 1 part along 4 systems
2023-02-20 17:52:07,424 INFO [darlingfullscore#1]       StepMonitoring.java:96   | HEADERS
2023-02-20 17:52:07,691 INFO [darlingfullscore#1]      BasicClassifier.java:366  | Classifier loaded XML norms.
2023-02-20 17:52:07,695 INFO [darlingfullscore#1]   AbstractClassifier.java:352  | Classifier data loaded from default uri jar:file:/Users/kahhian/keiis/Audiveris-5.2.5/lib/audiveris.jar!/res/basic-classifier.zip
2023-02-20 17:52:08,324 INFO [darlingfullscore#1]       StepMonitoring.java:96   | STEM_SEEDS
2023-02-20 17:52:08,422 INFO [darlingfullscore#1]            ImageUtil.java:202  | Discarding alpha band ...
